FixedFormatFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"怪物ID，（定义规则：NXXXYYZZZ；  N为大类，1测试；2地图怪物，3副本怪物，4NPC，5功能型；XXX为所在地图ID；  YY为子类型，N=2,3时，00为小怪，02为首领；N=4时，应为00；N=5时，01表示传送；   ZZZ为编号）",怪物名（可不填，仅为方便脚本配置人员了解是哪个怪物）,怪物模型资源名字，字符串，用于显示,模型厚度比例x,模型身高比例y,模型宽度比例z,模型颜色红色,模型颜色绿色,模型颜色蓝色,模型透明度,怪物头像图片资源名字，字符串,调色板ID（造型相同的怪物颜色不同）,AI信息的ID,"类型, 10：一般怪物，11：不可被攻击的怪物",怪物的种族,怪物的派别,不填为小怪；2为头领；3为稀有；4为护卫；5为BOSS；6为BBOSS头领；7为囚笼；,是否被过滤,怪物的等级,阵营（0：全门派友善； 123：对应门派ID，与本门派友善，与其它门派敌对； 11；全门派敌对）， 注：玩家和玩家召唤的宠物的静态阵营ID都是其所属门派ID,能否被选中，0：表示可以被选中，1：表示不能被选中,为1表示可以对话,怪物的视野，单位：米,为1表示不接受事件,怪物被杀死后，玩家获得的金钱，绑定,怪物可被攻击的半径，用于建筑等体积巨大的物件,怪物占位的半径：单位：分米,为1表示生物无占位,相对回归半径,绝对回归半径,时间回归，单位：毫秒,为1表示回归时不回血,基本移动速度，单位：x毫秒/米,基础攻击速度，单位：x毫秒/次,怪物的奖励归属类型，1：最后的攻击者拥有奖励，2：第一个攻击者拥有奖励，3：持续攻击者拥有奖励，4：指定奖励拥有者，5：最后的玩家攻击者拥有奖励（宠物、召唤兽等杀死不算），6：按伤害比例进行计算怪物归属，7：队伍分配时随机选择队员获得奖励,怪物掉落ID的集合，形如：ID1+ID2+ID3,技能索引集合，形如：Index1+Index2+Index3,对应技能使用概率的集合，千分比，形如：Prob1+Prob2+Prob3,怪物属性，配合技能使用,怪物出生动画光效,功能集(1、任务 2、传送 3、任务 8、商店 10、寄售 20、法宝炼制 40、法宝经验 80、法宝替换 100、排行版 200、激活码信息),每个功能对应的功能ID,怪物势力,性别(1男，2女),AI跟踪,怪物称号,头顶图片,骑乘动画（坐骑专用）,移动动画（坐骑专用）,休闲动画（坐骑专用）,属性计算公式类型ID，10000001是幻兽公式,对应采集物ID,魂数量，搜魂灯使用,特殊死亡动画机率(1000分制),特殊死亡动画,荣誉点,是否不消耗亲朋金币(1表示不消耗，0表示消耗亲朋币),击杀率下限(1-1000),击杀率上限(1-1000),免伤率
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304010105,七绝仆从,MST_07_JPLW_02.eqs,100,100,100,,,,,,,314,10,,,3,,60,11,,,15,,,,5,,202,200,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,828,,,,,20,,,,5
304010106,七绝仙,MST_07_JPLW_03.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,15,,,,5,,202,200,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,829,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304010107,地妖,MST_11_YSDSW_02.eqs,100,100,100,,,,,,,314,10,,,3,,60,11,,,15,,,,5,,102,100,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,830,,,,,20,,,,5
304010108,混沌妖魂,MST_11_YSDSW_03.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,15,,,,5,,102,100,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,831,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304010109,大巫力士,MST_23_YYXL_02.eqs,100,100,100,,,,,,,314,10,,,3,,60,11,,,40,,,,5,,52,50,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,832,,,,,20,,,,5
304010110,斩首者,MST_23_YYXL_03.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,40,,,,5,,52,50,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,833,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304010111,贪心小妖,MST_13_XM_01.eqs,100,100,100,,,,,,,314,10,,,3,,60,11,,,20,,,,5,,20,20,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,801,,,,,20,,,,5
304010112,怯弱精灵,MST_25_YL_01.eqs,100,100,100,,,,,,,314,10,,,3,,60,11,,,20,,,,5,,20,20,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,801,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304010201,龚昶,litian.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,52,50,,,700,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,愤怒的,,,,,856,,,,,20,,,,5
304010202,何文刀,MST_55_HQX_02.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,52,50,,,700,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,愤怒的,,,,,857,,,,,20,,,,5
304010203,程城,MST_31_ZRSYM_02.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,52,50,,,700,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,愤怒的,,,,,858,,,,,20,,,,5
304010204,黎叔,MST_58_KLZL_02.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,52,50,,,700,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,愤怒的,,,,,859,,,,,20,,,,5
304010205,罗源,xiuzhendizi.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,52,50,,,700,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,愤怒的,,,,,860,,,,,20,,,,5
304010206,朱门鸿运,MST_35_LHJ_02.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,52,50,,,700,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,愤怒的,,,,,861,,,,,20,,,,5
304010207,阿波,MST_60_CYTZ_02.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,52,50,,,700,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,愤怒的,,,,,862,,,,,20,,,,5
304010208,梅术彦,MST_37_HSG_01.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,52,50,,,700,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,愤怒的,,,,,863,,,,,20,,,,5
304010209,南宫川,MST_54_SGDS_01.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,52,50,,,700,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,愤怒的,,,,,864,,,,,20,,,,5
304010210,吴洲江,MST_28_JLHY_01.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,52,50,,,700,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,愤怒的,,,,,865,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304010301,赤焰·妖王,yanyanmoshou.eqs,300,300,300,,,,,,,327,10,,,5,,50,11,,,15,,,,10,,30,32,,,200,600,1,,602+603,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,876,,20,,,20,,,,5
304010302,妖将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,50,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
304010303,龙将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,50,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
304010304,魔将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,50,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
304010305,赤焰·妖王,yanyanmoshou.eqs,300,300,300,,,,,,,327,10,,,5,,70,11,,,15,,,,10,,30,32,,,200,600,1,,602+603,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,876,,20,,,20,,,,5
304010306,妖将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,70,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
304010307,龙将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,70,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
304010308,魔将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,70,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
304010309,赤焰·妖王,yanyanmoshou.eqs,300,300,300,,,,,,,327,10,,,5,,90,11,,,15,,,,10,,30,32,,,200,600,1,,602+603,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,876,,20,,,20,,,,5
304010310,妖将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,90,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
304010311,龙将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,90,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
304010312,魔将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,90,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
304010313,赤焰·妖王,yanyanmoshou.eqs,300,300,300,,,,,,,327,10,,,5,,110,11,,,15,,,,10,,30,32,,,200,600,1,,602+603,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,876,,20,,,20,,,,5
304010314,妖将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,110,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
304010315,龙将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,110,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
304010316,魔将,lianyumojiang.eqs,150,150,150,,,,,,,327,10,,,5,,110,11,,,15,,,,10,,30,32,,,200,600,1,,604+605,850+150,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,877,,10,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304010401,万魔之王,boss_yinguo.eqs,200,200,200,,,,,,,327,10,,,5,,90,11,,,15,,,,10,,20,22,,,200,500,1,,606+607,850+150,,TongYongGuaiWu_ChuXian_01,,,魔族,,,,,,,,878,,,,,20,,,,5
304010402,魔族穷奇兽,boss_qiongqi.eqs,100,100,100,,,,,,,327,10,,,5,,90,11,,,15,,,,10,,20,22,,,200,500,1,,608+609,850+150,,TongYongGuaiWu_ChuXian_01,,,魔族,,,,,,,,879,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305010101,盾卫,huanshendunwei.eqs,120,120,120,,,,,,,314,10,,,1,,10,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010102,铁角卫兵,MST_28_JLHY_01.eqs,120,120,120,,,,,,,314,10,,,1,,10,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010103,铁面锤军,MST_50_TB_01.eqs,120,120,120,,,,,,,314,10,,,1,,10,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010104,剑客,MST_54_SGDS_01.eqs,120,120,120,,,,,,,314,10,,,1,,10,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010105,枪卫,huanshenqiangwei.eqs,120,120,120,,,,,,,314,10,,,1,,14,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010106,铜角卫兵,MST_28_JLHY_02.eqs,120,120,120,,,,,,,314,10,,,1,,14,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010107,铁面锤卫,MST_50_TB_02.eqs,120,120,120,,,,,,,314,10,,,1,,14,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010108,剑卫,MST_54_SGDS_02.eqs,120,120,120,,,,,,,314,10,,,1,,14,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010109,镰卫,shashenhuanying.eqs,120,120,120,,,,,,,314,10,,,1,,17,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010110,乌金校尉,MST_28_JLHY_03.eqs,120,120,120,,,,,,,314,10,,,1,,17,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010111,铁面锤将,MST_50_TB_03.eqs,120,120,120,,,,,,,314,10,,,1,,17,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010112,持剑将军,MST_54_SGDS_03.eqs,120,120,120,,,,,,,314,10,,,1,,17,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010113,斗战神,liuermihou.eqs,120,120,120,,,,,,,327,10,,,5,,20,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,884,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305010114,守塔小兵,MST_57_SSJX_01.eqs,120,120,120,,,,,,,314,10,,,1,,23,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010115,护塔道人,MST_58_KLZL_01.eqs,120,120,120,,,,,,,314,10,,,1,,23,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010116,刘大峰,MST_59_HJFW_01.eqs,120,120,120,,,,,,,314,10,,,1,,23,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010117,赵振,MST_24_XLTM_01.eqs,120,120,120,,,,,,,314,10,,,1,,23,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010118,守塔卫士,MST_57_SSJX_02.eqs,120,120,120,,,,,,,314,10,,,1,,29,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010119,护塔道君,MST_58_KLZL_02.eqs,120,120,120,,,,,,,314,10,,,1,,29,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010120,刘二峰,MST_59_HJFW_02.eqs,120,120,120,,,,,,,314,10,,,1,,29,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010121,赵祯,MST_24_XLTM_02.eqs,120,120,120,,,,,,,314,10,,,1,,29,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010122,守塔小将,MST_57_SSJX_03.eqs,120,120,120,,,,,,,314,10,,,1,,34,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010123,护塔道长,MST_58_KLZL_03.eqs,120,120,120,,,,,,,314,10,,,1,,34,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010124,刘三峰,MST_59_HJFW_03.eqs,120,120,120,,,,,,,314,10,,,1,,34,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010125,赵镇,MST_24_XLTM_01.eqs,120,120,120,,,,,,,314,10,,,1,,34,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010126,蚩尤战神,chiyouzhanhun.eqs,200,200,200,,,,,,,327,10,,,5,,42,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,884,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305010127,青霞,MST_42_BLHJ_01.eqs,120,120,120,,,,,,,314,10,,,1,,50,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010128,东牛魔,MST_13_XM_01.eqs,120,120,120,,,,,,,314,10,,,1,,50,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010129,悟汤,MST_05_SMYH_01.eqs,120,120,120,,,,,,,314,10,,,1,,50,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010130,枯木大师,MST_52_XSM_01.eqs,120,120,120,,,,,,,314,10,,,1,,50,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010131,红霞,MST_42_BLHJ_02.eqs,120,120,120,,,,,,,314,10,,,1,,55,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010132,西牛魔,MST_13_XM_02.eqs,120,120,120,,,,,,,314,10,,,1,,55,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010133,悟饭,MST_05_SMYH_02.eqs,120,120,120,,,,,,,314,10,,,1,,55,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010134,朽木大师,MST_52_XSM_02.eqs,120,120,120,,,,,,,314,10,,,1,,55,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010135,紫霞,MST_42_BLHJ_03.eqs,120,120,120,,,,,,,314,10,,,1,,60,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010136,北牛魔,MST_13_XM_03.eqs,120,120,120,,,,,,,314,10,,,1,,60,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010137,悟空,MST_05_SMYH_03.eqs,120,120,120,,,,,,,314,10,,,1,,60,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010138,沉木大师,MST_52_XSM_03.eqs,120,120,120,,,,,,,314,10,,,1,,60,11,,,100,,,,10,,100,100,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,883,,,,,20,,,,5
305010139,天之少主,boss_tianzhishaozhu.eqs,120,120,120,,,,,,,327,10,,,5,,65,11,,,100,,,,10,,100,100,,,200,500,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,战神塔,,,,,,,,884,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305020001,地魔蟹,BOSS_24_JXS.eqs,100,100,100,,,,,,,327,10,,,5,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,889,,,,,20,,,,5
305020002,天魔蟹,BOSS_24_JXS_02.eqs,100,100,100,,,,,,,327,10,,,5,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,889,,,,,20,,,,5
305020003,虎虾大王,BOSS_23_LXJJ.eqs,100,100,100,,,,,,,327,10,,,5,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,889,,,,,20,,,,5
305020004,碧水麒麟,bishuiqilin.eqs,150,150,150,,,,,,,327,10,,,5,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,889,,,,,20,,,,5
305020005,九天神龙,BOSS_21_SSL_red.eqs,100,100,100,,,,,,,327,10,,,5,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,889,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305020101,狼精,MST_12_YL_02.eqs,120,120,120,,,,,,,314,10,,,1,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,888,,,,,20,,,,5
305020102,狼怪,MST_12_YL_03.eqs,120,120,120,,,,,,,314,10,,,1,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,888,,,,,20,,,,5
305020103,四尾妖狐,yaohu_siwei.eqs,100,100,100,,,,,,,314,10,,,1,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,888,,,,,20,,,,5
305020104,五尾妖狐,yaohu_wuwei.eqs,100,100,100,,,,,,,314,10,,,2,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,888,,,,,20,,,,5
305020105,穿山甲兽,BOSS_10_CSJS.eqs,50,50,50,,,,,,,314,10,,,2,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,888,,,,,20,,,,5
305020106,狼族妖人,MST_07_JPLW_01.eqs,120,120,120,,,,,,,314,10,,,2,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,888,,,,,20,,,,5
305020107,蝶妖,MST_25_YL_02.eqs,120,120,120,,,,,,,314,10,,,3,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,888,,,,,20,,,,5
305020108,蛛娘,MST_82_JZZJ_02.eqs,90,90,90,,,,,,,314,10,,,3,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,888,,,,,20,,,,5
305020109,山妖,MST_33_BLJS_02.eqs,120,120,120,,,,,,,314,10,,,3,,40,11,,,100,,,,10,,50,52,,,400,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,兽潮,,,,,,,,888,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305030000,画骨真人,hufaNPC.eqs,200,200,200,,,,,,,321,10,,,5,,80,11,,,100,,,,10,,10,10,,,400,2000,3,,589,1000,,TongYongGuaiWu_ChuXian_01,,,护法,,,渡劫中的,,,,,890,,,,,20,,,,5
305030001,探路虾兵,MST_09_SZSW_01.eqs,120,120,120,,,,,,,324,10,,,3,,40,8,,,100,,,,10,,100,102,,,200,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,护法,,,,,,,,891,,,,,20,,,,5
305030002,探路虾卫,MST_09_SZSW_02.eqs,120,120,120,,,,,,,324,10,,,3,,40,8,,,100,,,,10,,100,102,,,200,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,护法,,,,,,,,891,,,,,20,,,,5
305030003,探路虾将,MST_09_SZSW_03.eqs,200,200,200,,,,,,,324,10,,,5,,40,8,,,100,,,,10,,100,102,,,200,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,护法,,,,,,,,892,,,,,20,,,,5
